gene_id	gene_name	gene_source	gene_biotype
ENSRNOG00000052840	Tanc2	ensembl	protein_coding
ENSRNOG00000051829	AABR07030576.1	ensembl	snoRNA
ENSRNOG00000060567	U6	ensembl	snRNA
ENSRNOG00000007433	Cyb561	ensembl_havana	protein_coding
ENSRNOG00000062101	Ace	havana	protein_coding
ENSRNOG00000007467	Ace3	ensembl_havana	protein_coding
ENSRNOG00000008078	Kcnh6	ensembl_havana	protein_coding
ENSRNOG00000042245	Dcaf7	ensembl	protein_coding
ENSRNOG00000008405	Taco1	ensembl	protein_coding
ENSRNOG00000061424	Map3k3	ensembl	protein_coding
ENSRNOG00000025448	Limd2	ensembl	protein_coding
ENSRNOG00000008637	Strada	ensembl	protein_coding
ENSRNOG00000052554	U1	ensembl	snRNA
ENSRNOG00000009006	Ccdc47	ensembl	protein_coding
ENSRNOG00000009474	Ddx42	ensembl	protein_coding
ENSRNOG00000009857	Ftsj3	ensembl	protein_coding
ENSRNOG00000010038	Psmc5	ensembl	protein_coding
ENSRNOG00000053830	AC133055.1	ensembl	snoRNA
ENSRNOG00000010557	Smarcd2	ensembl	protein_coding
ENSRNOG00000010929	Tcam1	ensembl	protein_coding
ENSRNOG00000056790	AC133055.2	ensembl	lincRNA
ENSRNOG00000011207	Gh1	ensembl	protein_coding
ENSRNOG00000011917	Cd79b	ensembl	protein_coding
ENSRNOG00000012134	Scn4a	ensembl	protein_coding
ENSRNOG00000060193	Prr29	ensembl	protein_coding
ENSRNOG00000025143	Icam2	ensembl	protein_coding
ENSRNOG00000012864	Ern1	ensembl	protein_coding
ENSRNOG00000056422	Snord104	ensembl	snoRNA
ENSRNOG00000051542	Gm22711	ensembl	snoRNA
ENSRNOG00000052344	Gm22711	ensembl	snoRNA
ENSRNOG00000013659	Tex2	ensembl	protein_coding
ENSRNOG00000042524	Milr1	ensembl	protein_coding
ENSRNOG00000059899	7SK	ensembl	misc_RNA
ENSRNOG00000013728	Polg2	ensembl	protein_coding
ENSRNOG00000030680	Ddx5	ensembl	protein_coding
ENSRNOG00000050490	Mir3064	ensembl	miRNA
ENSRNOG00000045884	Gm25994	ensembl	miRNA
ENSRNOG00000014354	Cep95	ensembl	protein_coding
ENSRNOG00000014623	Smurf2	ensembl	protein_coding
ENSRNOG00000058343	AABR07030593.1	ensembl	lincRNA
ENSRNOG00000015329	Kpna2	ensembl	protein_coding
ENSRNOG00000052902	AABR07030598.1	ensembl	lincRNA
ENSRNOG00000043295	RGD1565033	ensembl	protein_coding
ENSRNOG00000047296	Bptf	ensembl	protein_coding
ENSRNOG00000059819	AABR07030599.1	ensembl	snRNA
ENSRNOG00000052934	Nol11	ensembl	protein_coding
ENSRNOG00000052459	AABR07030603.2	ensembl	protein_coding
ENSRNOG00000050188	AABR07030603.1	ensembl	protein_coding
ENSRNOG00000055516	AABR07030605.1	ensembl	snoRNA
ENSRNOG00000053545	AABR07030607.1	ensembl	snoRNA
ENSRNOG00000027271	RGD1359290	ensembl	protein_coding
ENSRNOG00000003117	Psmd12	ensembl	protein_coding
ENSRNOG00000003213	Helz	ensembl	protein_coding
ENSRNOG00000003245	Cacng1	ensembl	protein_coding
ENSRNOG00000003262	Cacng4	ensembl	protein_coding
ENSRNOG00000056262	7SK	ensembl	misc_RNA
ENSRNOG00000053008	7SK	ensembl	misc_RNA
ENSRNOG00000003288	Cacng5	ensembl	protein_coding
ENSRNOG00000003491	Prkca	ensembl	protein_coding
ENSRNOG00000003566	Apoh	ensembl	protein_coding
ENSRNOG00000052124	AABR07030630.1	ensembl	protein_coding
ENSRNOG00000024557	Cep112	ensembl	protein_coding
ENSRNOG00000059719	7SK	ensembl	misc_RNA
ENSRNOG00000055010	Axin2	ensembl	protein_coding
ENSRNOG00000054591	AABR07030642.1	ensembl	lincRNA
ENSRNOG00000033613	AABR07030647.1	ensembl	protein_coding
ENSRNOG00000003800	Rgs9	ensembl	protein_coding
ENSRNOG00000036745	Gna13	ensembl	protein_coding
ENSRNOG00000042252	AC106648.1	ensembl	protein_coding
ENSRNOG00000000246	Amz2	ensembl	protein_coding
ENSRNOG00000000245	Slc16a6	ensembl	protein_coding
ENSRNOG00000003931	Arsg	ensembl	protein_coding
ENSRNOG00000003827	Wipi1	ensembl	protein_coding
ENSRNOG00000057482	AABR07030657.1	ensembl	lincRNA
ENSRNOG00000049876	Prkar1a	ensembl	protein_coding
ENSRNOG00000003969	Fam20a	ensembl	protein_coding
ENSRNOG00000024233	RGD1559578	ensembl	protein_coding
ENSRNOG00000053434	AABR07030660.1	ensembl	lincRNA
ENSRNOG00000004040	Abca8	ensembl	protein_coding
ENSRNOG00000004147	Abca8a	ensembl	protein_coding
ENSRNOG00000059326	Abca9	ensembl	protein_coding
ENSRNOG00000046890	Abca6	ensembl	protein_coding
ENSRNOG00000004378	Abca5	ensembl	protein_coding
ENSRNOG00000004437	Map2k6	ensembl	protein_coding
ENSRNOG00000053677	AABR07030674.1	ensembl	miRNA
ENSRNOG00000004713	Kcnj16	ensembl	protein_coding
ENSRNOG00000004720	Kcnj2	ensembl	protein_coding
ENSRNOG00000061583	AABR07030690.2	ensembl	lincRNA
ENSRNOG00000059096	AABR07030690.1	ensembl	lincRNA
ENSRNOG00000053652	AABR07030699.1	ensembl	lincRNA
ENSRNOG00000058127	AABR07030706.1	ensembl	lincRNA
ENSRNOG00000059380	AABR07030706.2	ensembl	lincRNA
ENSRNOG00000054938	AABR07030714.1	ensembl	lincRNA
ENSRNOG00000002607	Sox9	ensembl	protein_coding
ENSRNOG00000036251	Mir297	ensembl	miRNA
ENSRNOG00000031213	Slc39a11	ensembl	protein_coding
ENSRNOG00000059704	AABR07072200.1	ensembl	pseudogene
ENSRNOG00000002793	Sstr2	ensembl	protein_coding
ENSRNOG00000002795	Cog1	ensembl	protein_coding
ENSRNOG00000002851	Fam104a	ensembl	protein_coding
ENSRNOG00000024780	MGC95210	ensembl	protein_coding
ENSRNOG00000056582	AC096468.1	ensembl	protein_coding
ENSRNOG00000028946	Cdc42ep4	ensembl	protein_coding
ENSRNOG00000030224	AABR07030729.1	ensembl	protein_coding
ENSRNOG00000024711	Sdk2	ensembl	protein_coding
ENSRNOG00000057534	AABR07030739.1	ensembl	lincRNA
ENSRNOG00000053474	AC118434.1	ensembl	lincRNA
ENSRNOG00000055871	AC118434.3	ensembl	lincRNA
ENSRNOG00000053967	AC118434.2	ensembl	lincRNA
ENSRNOG00000024578	Ttyh2	ensembl	protein_coding
ENSRNOG00000024523	Dnai2	ensembl	protein_coding
ENSRNOG00000061486	AABR07030762.1	ensembl	snoRNA
ENSRNOG00000003105	Kif19	ensembl	protein_coding
ENSRNOG00000003109	Btbd17	ensembl	protein_coding
ENSRNOG00000024446	Gpr142	ensembl	protein_coding
ENSRNOG00000052711	7SK	ensembl	misc_RNA
ENSRNOG00000003144	Gprc5c	ensembl	protein_coding
ENSRNOG00000057058	Cd300a	ensembl	protein_coding
ENSRNOG00000036728	Cd300lb	ensembl	protein_coding
ENSRNOG00000042251	AABR07030771.1	ensembl	protein_coding
ENSRNOG00000050974	AABR07030773.1	ensembl	protein_coding
ENSRNOG00000042825	Cd300le	ensembl	protein_coding
ENSRNOG00000036726	Cd300e	ensembl	protein_coding
ENSRNOG00000021424	Cd300lf	ensembl	protein_coding
ENSRNOG00000059793	Rab37	ensembl	protein_coding
ENSRNOG00000003232	Slc9a3r1	ensembl	protein_coding
ENSRNOG00000003264	Nat9	ensembl	protein_coding
ENSRNOG00000025669	Tmem104	ensembl	protein_coding
ENSRNOG00000003280	Grin2c	ensembl	protein_coding
ENSRNOG00000058497	Fdxr	ensembl	protein_coding
ENSRNOG00000021380	Fads6	ensembl	protein_coding
ENSRNOG00000028456	Ush1g	ensembl	protein_coding
ENSRNOG00000028121	Otop2	ensembl	protein_coding
ENSRNOG00000053055	Otop3	ensembl	protein_coding
ENSRNOG00000003464	Hid1	ensembl	protein_coding
ENSRNOG00000025815	Cdr2l	ensembl	protein_coding
ENSRNOG00000032780	Mrpl58	ensembl	protein_coding
ENSRNOG00000003626	Atp5pd	ensembl	protein_coding
ENSRNOG00000023764	Kctd2	ensembl	protein_coding
ENSRNOG00000028812	Trim80	ensembl	protein_coding
ENSRNOG00000059694	AABR07030777.1	ensembl	miRNA
ENSRNOG00000047029	AABR07030779.1	ensembl	miRNA
ENSRNOG00000023476	Slc16a5	ensembl	protein_coding
ENSRNOG00000042691	Armc7	ensembl	protein_coding
ENSRNOG00000003650	Nt5c	ensembl	protein_coding
ENSRNOG00000003661	Jpt1	ensembl	protein_coding
ENSRNOG00000056183	AABR07030781.1	ensembl	snoRNA
ENSRNOG00000003670	Sumo2	ensembl	protein_coding
ENSRNOG00000003673	Nup85	ensembl	protein_coding
ENSRNOG00000027057	Gga3	ensembl	protein_coding
ENSRNOG00000058380	U6	ensembl	snRNA
ENSRNOG00000003797	Mrps7	ensembl	protein_coding
ENSRNOG00000003837	Mif4gd	ensembl	protein_coding
ENSRNOG00000003918	Slc25a19	ensembl	protein_coding
ENSRNOG00000003990	Grb2	ensembl	protein_coding
ENSRNOG00000057898	SNORA70	ensembl	snoRNA
ENSRNOG00000057893	U6	ensembl	snRNA
ENSRNOG00000004032	Tmem94	ensembl	protein_coding
ENSRNOG00000049542	Mir3577	ensembl	miRNA
ENSRNOG00000004310	Caskin2	ensembl	protein_coding
ENSRNOG00000004598	Tsen54	ensembl	protein_coding
ENSRNOG00000004834	Llgl2	ensembl	protein_coding
ENSRNOG00000042445	AC130970.1	ensembl	protein_coding
ENSRNOG00000005107	Recql5	ensembl	protein_coding
ENSRNOG00000049642	Smim5	ensembl	protein_coding
ENSRNOG00000005482	Sap30bp	ensembl	protein_coding
ENSRNOG00000033152	Rps18l1	ensembl	protein_coding
ENSRNOG00000005580	Itgb4	ensembl	protein_coding
ENSRNOG00000006359	Galk1	ensembl	protein_coding
ENSRNOG00000006532	H3f3a	ensembl	protein_coding
ENSRNOG00000006600	Unk	ensembl	protein_coding
ENSRNOG00000007439	Unc13d	ensembl	protein_coding
ENSRNOG00000007971	Wbp2	ensembl	protein_coding
ENSRNOG00000008215	Trim47	ensembl	protein_coding
ENSRNOG00000024145	Trim65	ensembl	protein_coding
ENSRNOG00000008256	Mrpl38	ensembl	protein_coding
ENSRNOG00000008577	Fbf1	ensembl	protein_coding
ENSRNOG00000059209	AC136482.2	ensembl	scaRNA
ENSRNOG00000055592	AC136482.1	ensembl	scaRNA
ENSRNOG00000008755	Acox1	ensembl	protein_coding
ENSRNOG00000054282	AABR07072203.1	ensembl	protein_coding
ENSRNOG00000052940	AABR07030791.1	ensembl	lincRNA
ENSRNOG00000059335	AABR07030793.2	ensembl	lincRNA
ENSRNOG00000046121	AABR07030793.1	ensembl	protein_coding
ENSRNOG00000059563	AABR07030796.1	ensembl	lincRNA
ENSRNOG00000057734	LOC100909671	ensembl	protein_coding
ENSRNOG00000045888	RGD1562667	ensembl	protein_coding
ENSRNOG00000048771	RGD1559482	ensembl	protein_coding
ENSRNOG00000046216	Cd300c2	ensembl	protein_coding
ENSRNOG00000060307	Ten1	ensembl	protein_coding
ENSRNOG00000009343	Evpl	ensembl	protein_coding
ENSRNOG00000009351	Srp68	ensembl	protein_coding
ENSRNOG00000061733	LOC103690156	ensembl	protein_coding
ENSRNOG00000046594	LOC100911734	ensembl	protein_coding
ENSRNOG00000009617	Exoc7	ensembl	protein_coding
ENSRNOG00000050574	5S_rRNA	ensembl	rRNA
ENSRNOG00000046001	AABR07030823.1	ensembl	pseudogene
ENSRNOG00000049862	Rnf157	ensembl	protein_coding
ENSRNOG00000010029	Ubald2	ensembl	protein_coding
ENSRNOG00000025254	Qrich2	ensembl	protein_coding
ENSRNOG00000055043	LOC102550872	ensembl	lincRNA
ENSRNOG00000010083	Prpsap1	ensembl	protein_coding
ENSRNOG00000052569	AABR07030834.1	ensembl	lincRNA
ENSRNOG00000010626	Sphk1	ensembl	protein_coding
ENSRNOG00000011007	Ube2o	ensembl	protein_coding
ENSRNOG00000060493	U6	ensembl	snRNA
ENSRNOG00000011155	AABR07072207.1	ensembl	pseudogene
ENSRNOG00000011182	Aanat	ensembl	protein_coding
ENSRNOG00000011459	Rhbdf2	ensembl	protein_coding
ENSRNOG00000011541	Cygb	ensembl	protein_coding
ENSRNOG00000043417	AC123144.1	ensembl	protein_coding
ENSRNOG00000054872	AC123144.4	ensembl	snoRNA
ENSRNOG00000051978	Snord1b	ensembl	snoRNA
ENSRNOG00000012083	St6galnac2	ensembl	protein_coding
ENSRNOG00000000251	St6galnac1	ensembl	protein_coding
ENSRNOG00000042915	Mxra7	ensembl	protein_coding
ENSRNOG00000000250	Jmjd6	ensembl	protein_coding
ENSRNOG00000054130	Gm27401	ensembl	misc_RNA
ENSRNOG00000000249	Mettl23	ensembl	protein_coding
ENSRNOG00000000248	Srsf2	ensembl	protein_coding
ENSRNOG00000000247	Mfsd11	ensembl	protein_coding
ENSRNOG00000024954	Mgat5b	ensembl	protein_coding
ENSRNOG00000061622	Gm26083	ensembl	scaRNA
ENSRNOG00000057615	AABR07030841.1	ensembl	miRNA
ENSRNOG00000002722	Sec14l1	ensembl	protein_coding
ENSRNOG00000059617	7SK	ensembl	misc_RNA
ENSRNOG00000002807	Sep-09	ensembl	protein_coding
ENSRNOG00000050077	AABR07030854.1	ensembl	miRNA
ENSRNOG00000051943	LOC102547817	ensembl	lincRNA
ENSRNOG00000022395	Tnrc6c	ensembl	protein_coding
ENSRNOG00000053469	AABR07030861.1	ensembl	protein_coding
ENSRNOG00000046086	Tmc8	ensembl	protein_coding
ENSRNOG00000045889	LOC688282	ensembl	protein_coding
ENSRNOG00000050547	Syngr2	ensembl	protein_coding
ENSRNOG00000047314	Tk1	ensembl	protein_coding
ENSRNOG00000050205	Afmid	ensembl	protein_coding
ENSRNOG00000050819	Birc5	ensembl	protein_coding
ENSRNOG00000049894	AABR07030866.1	ensembl	miRNA
ENSRNOG00000048231	Tmem235	ensembl	protein_coding
ENSRNOG00000045615	LOC688286	ensembl	protein_coding
ENSRNOG00000002946	Socs3	ensembl	protein_coding
ENSRNOG00000002949	Pgs1	ensembl	protein_coding
ENSRNOG00000003028	Dnah17	ensembl	protein_coding
ENSRNOG00000043381	Cyth1	ensembl	protein_coding
ENSRNOG00000028255	Usp36	ensembl	protein_coding
ENSRNOG00000003148	Timp2	ensembl	protein_coding
ENSRNOG00000033143	Cep295nl	ensembl	protein_coding
ENSRNOG00000003217	Lgals3bp	ensembl	protein_coding
ENSRNOG00000003239	Cant1	ensembl	protein_coding
ENSRNOG00000003259	C1qtnf1	ensembl	protein_coding
ENSRNOG00000027498	Engase	ensembl	protein_coding
ENSRNOG00000003386	Rbfox3	ensembl	protein_coding
ENSRNOG00000057341	AABR07030880.1	ensembl	lincRNA
ENSRNOG00000053005	AABR07030890.1	ensembl	lincRNA
ENSRNOG00000036452	AABR07030891.1	ensembl	miRNA
ENSRNOG00000054934	AABR07030894.1	ensembl	lincRNA
ENSRNOG00000047026	Enpp7	ensembl	protein_coding
ENSRNOG00000049215	Cbx2	ensembl	protein_coding
ENSRNOG00000048113	Cbx8	ensembl	protein_coding
ENSRNOG00000046207	Cbx4	ensembl	protein_coding
ENSRNOG00000049758	Tbc1d16	ensembl	protein_coding
ENSRNOG00000059401	Ccdc40	ensembl	protein_coding
ENSRNOG00000055889	AABR07030901.1	ensembl	protein_coding
ENSRNOG00000047656	Gaa	ensembl	protein_coding
ENSRNOG00000045791	Eif4a3	ensembl	protein_coding
ENSRNOG00000047367	Card14	ensembl	protein_coding
ENSRNOG00000049552	AABR07030903.1	ensembl	protein_coding
ENSRNOG00000030537	Slc26a11	ensembl	protein_coding
ENSRNOG00000029658	Rnf213	ensembl	protein_coding
ENSRNOG00000003699	Endov	ensembl	protein_coding
ENSRNOG00000058129	AABR07030910.1	ensembl	lincRNA
ENSRNOG00000003741	Nptx1	ensembl	protein_coding
ENSRNOG00000032442	AABR07030911.1	ensembl	processed_pseudogene
ENSRNOG00000056589	AABR07030911.2	ensembl	lincRNA
ENSRNOG00000003821	Rptor	ensembl	protein_coding
ENSRNOG00000004014	Chmp6	ensembl	protein_coding
ENSRNOG00000061432	AABR07030914.1	ensembl	lincRNA
ENSRNOG00000004049	Baiap2	ensembl	protein_coding
ENSRNOG00000004392	Aatk	ensembl	protein_coding
ENSRNOG00000035465	Mir3065	ensembl	miRNA
ENSRNOG00000004430	Cep131	ensembl	protein_coding
ENSRNOG00000047814	Mir3594	ensembl	miRNA
ENSRNOG00000047717	Mir3562	ensembl	miRNA
ENSRNOG00000028161	Tepsin	ensembl	protein_coding
ENSRNOG00000042653	Ndufaf8	ensembl	protein_coding
ENSRNOG00000004604	Slc38a10	ensembl	protein_coding
ENSRNOG00000058777	AABR07030919.1	ensembl	lincRNA
ENSRNOG00000043102	Bahcc1	ensembl	protein_coding
ENSRNOG00000036701	Actg1	ensembl	protein_coding
ENSRNOG00000045723	AABR07030921.1	ensembl	miRNA
ENSRNOG00000036700	Fscn2	ensembl	protein_coding
ENSRNOG00000036699	Faap100	ensembl	protein_coding
ENSRNOG00000036698	Nploc4	ensembl	protein_coding
ENSRNOG00000046076	Tspan10	ensembl	protein_coding
ENSRNOG00000046962	Pde6g	ensembl	protein_coding
ENSRNOG00000047517	Oxld1	ensembl	protein_coding
ENSRNOG00000048712	Ccdc137	ensembl	protein_coding
ENSRNOG00000049235	Arl16	ensembl	protein_coding
ENSRNOG00000036696	Hgs	ensembl	protein_coding
ENSRNOG00000036695	Mrpl12	ensembl	protein_coding
ENSRNOG00000036693	Slc25a10	ensembl	protein_coding
ENSRNOG00000036692	Gcgr	ensembl	protein_coding
ENSRNOG00000036691	Mcrip1	ensembl	protein_coding
ENSRNOG00000036690	Ppp1r27	ensembl	protein_coding
ENSRNOG00000036689	P4hb	ensembl	protein_coding
ENSRNOG00000036688	Arhgdia	ensembl	protein_coding
ENSRNOG00000036687	Alyref	ensembl	protein_coding
ENSRNOG00000045985	AC131537.1	ensembl	protein_coding
ENSRNOG00000036686	Anapc11	ensembl	protein_coding
ENSRNOG00000036685	Npb	ensembl	protein_coding
ENSRNOG00000036684	Pcyt2	ensembl	protein_coding
ENSRNOG00000036683	Sirt7	ensembl	protein_coding
ENSRNOG00000060669	AC131537.4	ensembl	miRNA
ENSRNOG00000036697	Mafg	ensembl	protein_coding
ENSRNOG00000036682	Pycr1	ensembl	protein_coding
ENSRNOG00000036681	Myadml2	ensembl	protein_coding
ENSRNOG00000036680	Notum	ensembl	protein_coding
ENSRNOG00000047041	AC131537.3	ensembl	miRNA
ENSRNOG00000036678	Aspscr1	ensembl	protein_coding
ENSRNOG00000046410	AC131537.2	ensembl	miRNA
ENSRNOG00000057080	AABR07030926.1	ensembl	protein_coding
ENSRNOG00000045926	Lrrc45	ensembl	protein_coding
ENSRNOG00000048172	Rac3	ensembl	protein_coding
ENSRNOG00000050315	Dcxr	ensembl	protein_coding
ENSRNOG00000046260	LOC688320	ensembl	protein_coding
ENSRNOG00000050298	Rfng	ensembl	protein_coding
ENSRNOG00000045751	LOC688321	ensembl	protein_coding
ENSRNOG00000046698	Gps1	ensembl	protein_coding
ENSRNOG00000047905	Dus1l	ensembl	protein_coding
ENSRNOG00000045636	Fasn	ensembl	protein_coding
ENSRNOG00000047531	Ccdc57	ensembl	protein_coding
ENSRNOG00000061691	LOC102550455	ensembl	lincRNA
ENSRNOG00000036677	Slc16a3	ensembl	protein_coding
ENSRNOG00000036676	Csnk1d	ensembl	protein_coding
ENSRNOG00000036674	Cd7	ensembl	protein_coding
ENSRNOG00000036673	Sectm1b	ensembl	protein_coding
ENSRNOG00000036672	Sectm1a	ensembl	protein_coding
ENSRNOG00000036671	Tex19.2	ensembl	protein_coding
ENSRNOG00000036670	Tex19.1	ensembl	protein_coding
ENSRNOG00000057083	U2	ensembl	snRNA
ENSRNOG00000036669	Uts2r	ensembl	protein_coding
ENSRNOG00000036668	Ogfod3	ensembl	protein_coding
ENSRNOG00000036667	Hexd	ensembl	protein_coding
ENSRNOG00000056479	AC110474.2	ensembl	snoRNA
ENSRNOG00000036666	Cybc1	ensembl	protein_coding
ENSRNOG00000036665	AC110474.1	ensembl	protein_coding
ENSRNOG00000036664	Narf	ensembl	protein_coding
ENSRNOG00000036663	Foxk2	ensembl	protein_coding
ENSRNOG00000036662	Wdr45b	ensembl	protein_coding
ENSRNOG00000036661	Rab40b	ensembl	protein_coding
ENSRNOG00000059559	AC110474.3	ensembl	miRNA
ENSRNOG00000036660	Fn3krp	ensembl	protein_coding
ENSRNOG00000036659	Fn3k	ensembl	protein_coding
ENSRNOG00000036658	Tbcd	ensembl	protein_coding
ENSRNOG00000046482	Znf750	ensembl	protein_coding
ENSRNOG00000049724	B3gntl1	ensembl	protein_coding
ENSRNOG00000046202	Metrnl	ensembl	protein_coding
ENSRNOG00000058284	SNORA62	ensembl	snoRNA
ENSRNOG00000046946	Ptchd3	ensembl	protein_coding
ENSRNOG00000054660	AABR07030946.1	ensembl	snoRNA
ENSRNOG00000049207	AABR07030951.1	ensembl	miRNA
ENSRNOG00000053951	U6	ensembl	snRNA
ENSRNOG00000049635	Vom2r65	ensembl	protein_coding
ENSRNOG00000046767	AABR07030977.1	ensembl	protein_coding
ENSRNOG00000048575	Vom2r1	ensembl	protein_coding
ENSRNOG00000047388	Vom2r4	ensembl	protein_coding
ENSRNOG00000058822	AABR07030995.1	ensembl	protein_coding
ENSRNOG00000060785	AABR07031019.1	ensembl	protein_coding
ENSRNOG00000037220	AABR07031089.1	ensembl	protein_coding
ENSRNOG00000005783	Dlg5	ensembl	protein_coding
ENSRNOG00000005985	Kcnma1	ensembl	protein_coding
ENSRNOG00000054707	U6	ensembl	snRNA
ENSRNOG00000006051	AABR07016841.1	ensembl	protein_coding
ENSRNOG00000055948	AABR07016841.2	ensembl	lincRNA
ENSRNOG00000057954	7SK	ensembl	misc_RNA
ENSRNOG00000060365	AABR07016845.1	ensembl	lincRNA
ENSRNOG00000056700	U6	ensembl	snRNA
ENSRNOG00000061888	AABR07016856.1	ensembl	lincRNA
ENSRNOG00000014237	Zfp503	ensembl	protein_coding
ENSRNOG00000057795	Dusp13	ensembl	protein_coding
ENSRNOG00000060401	Dusp13	ensembl	protein_coding
ENSRNOG00000051560	AABR07016865.1	ensembl	lincRNA
ENSRNOG00000013968	Comtd1	ensembl	protein_coding
ENSRNOG00000013505	Vdac2	ensembl	protein_coding
ENSRNOG00000013236	Samd8	ensembl	protein_coding
ENSRNOG00000047017	AABR07016873.1	ensembl	miRNA
ENSRNOG00000048428	LOC108348179	ensembl	protein_coding
ENSRNOG00000013112	Dusp13	ensembl	protein_coding
ENSRNOG00000013034	Dupd1	ensembl	protein_coding
ENSRNOG00000012850	Kat6b	ensembl	protein_coding
ENSRNOG00000061555	U6	ensembl	snRNA
ENSRNOG00000012325	Adk	ensembl	protein_coding
ENSRNOG00000053066	7SK	ensembl	misc_RNA
ENSRNOG00000057354	AABR07016883.1	ensembl	protein_coding
ENSRNOG00000011461	Ap3m1	ensembl	protein_coding
ENSRNOG00000010765	Vcl	ensembl	protein_coding
ENSRNOG00000010516	Plau	ensembl	protein_coding
ENSRNOG00000027171	Ndst2	ensembl	protein_coding
ENSRNOG00000009596	LOC103689945	ensembl	protein_coding
ENSRNOG00000009783	Camk2g	ensembl	protein_coding
ENSRNOG00000057755	NEWGENE_1304700	ensembl	protein_coding
ENSRNOG00000056617	Zswim8	ensembl	protein_coding
ENSRNOG00000009297	Chchd1	ensembl	protein_coding
ENSRNOG00000051622	U6	ensembl	snRNA
ENSRNOG00000009274	Fut11	ensembl	protein_coding
ENSRNOG00000009042	Sec24c	ensembl	protein_coding
ENSRNOG00000055932	AC127920.4	ensembl	snoRNA
ENSRNOG00000052692	AC127920.2	ensembl	snoRNA
ENSRNOG00000008949	Synpo2l	ensembl	protein_coding
ENSRNOG00000040122	Myoz1	ensembl	protein_coding
ENSRNOG00000027012	Usp54	ensembl	protein_coding
ENSRNOG00000008664	AC127920.1	havana	processed_pseudogene
ENSRNOG00000054041	AC127920.3	ensembl	snoRNA
ENSRNOG00000054782	Ppp3cb	ensembl	protein_coding
ENSRNOG00000007632	Mss51	ensembl	protein_coding
ENSRNOG00000007136	Anxa7	ensembl	protein_coding
ENSRNOG00000007046	Cfap70	ensembl	protein_coding
ENSRNOG00000043746	AC115418.1	ensembl	miRNA
ENSRNOG00000006898	Mrps16	ensembl	protein_coding
ENSRNOG00000006619	Dnajc9	ensembl	protein_coding
ENSRNOG00000006554	Fam149b1	ensembl	protein_coding
ENSRNOG00000042253	Ecd	ensembl	protein_coding
ENSRNOG00000048195	Nudt13	ensembl	protein_coding
ENSRNOG00000006422	Kcnk16	ensembl	protein_coding
ENSRNOG00000057904	LOC102554608	ensembl	lincRNA
ENSRNOG00000053065	SNORA70	ensembl	snoRNA
ENSRNOG00000047005	Kcnk5	ensembl	protein_coding
ENSRNOG00000006341	Saysd1	ensembl	protein_coding
ENSRNOG00000048980	Gng2	ensembl	protein_coding
ENSRNOG00000000340	Rtraf	ensembl	protein_coding
