category,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology,padjust
GO:2000249,1,0.734625677,0,28,regulation of actin cytoskeleton reorganization,BP,1
GO:2000251,1,0.864524906,0,13,positive regulation of actin cytoskeleton reorganization,BP,1
GO:2000252,1,0.988900204,0,1,negative regulation of feeding behavior,BP,1
GO:2000253,1,0.971793301,0,3,positive regulation of feeding behavior,BP,1
GO:2000254,1,0.95541022,0,4,regulation of male germ cell proliferation,BP,1
GO:2000255,1,0.977453041,0,2,negative regulation of male germ cell proliferation,BP,1
GO:2000256,1,0.977452783,0,2,positive regulation of male germ cell proliferation,BP,1
GO:2000257,1,0.839901682,0,16,regulation of protein activation cascade,BP,1
GO:2000258,1,0.916608202,0,8,negative regulation of protein activation cascade,BP,1
GO:2000259,1,0.957821233,0,4,positive regulation of protein activation cascade,BP,1
GO:2000266,1,0.988662904,0,1,"regulation of blood coagulation, intrinsic pathway",BP,1
GO:2000269,1,0.861577538,0,14,regulation of fibroblast apoptotic process,BP,1
GO:2000270,1,0.933223456,0,7,negative regulation of fibroblast apoptotic process,BP,1
GO:2000271,1,0.944574994,0,5,positive regulation of fibroblast apoptotic process,BP,1
GO:2000272,1,0.772224648,0,23,negative regulation of signaling receptor activity,BP,1
GO:2000273,1,0.777155214,0,24,positive regulation of signaling receptor activity,BP,1
GO:2000275,1,0.955916493,0,4,regulation of oxidative phosphorylation uncoupler activity,BP,1
GO:2000276,1,0.988662897,0,1,negative regulation of oxidative phosphorylation uncoupler activity,BP,1
GO:2000277,1,0.977453142,0,2,positive regulation of oxidative phosphorylation uncoupler activity,BP,1
GO:2000282,1,0.978515099,0,2,regulation of cellular amino acid biosynthetic process,BP,1
GO:2000283,1,0.989736892,0,1,negative regulation of cellular amino acid biosynthetic process,BP,1
GO:2000284,1,0.988662773,0,1,positive regulation of cellular amino acid biosynthetic process,BP,1
GO:2000286,1,0.966381256,0,3,receptor internalization involved in canonical Wnt signaling pathway,BP,1
GO:2000295,1,0.978665732,0,2,regulation of hydrogen peroxide catabolic process,BP,1
GO:2000296,1,0.988662826,0,1,negative regulation of hydrogen peroxide catabolic process,BP,1
GO:2000297,1,0.97837351,0,2,negative regulation of synapse maturation,BP,1
GO:2000298,1,0.955634764,0,4,regulation of Rho-dependent protein serine/threonine kinase activity,BP,1
GO:2000299,1,0.966392265,0,3,negative regulation of Rho-dependent protein serine/threonine kinase activity,BP,1
GO:2000301,1,0.956670883,0,4,negative regulation of synaptic vesicle exocytosis,BP,1
GO:2000302,1,0.960362473,0,4,positive regulation of synaptic vesicle exocytosis,BP,1
GO:2000303,1,0.915103044,0,8,regulation of ceramide biosynthetic process,BP,1
GO:2000304,1,0.946963735,0,5,positive regulation of ceramide biosynthetic process,BP,1
GO:2000310,1,0.902652664,0,10,regulation of NMDA receptor activity,BP,1
GO:2000311,1,0.959838913,0,5,regulation of AMPA receptor activity,BP,1
GO:2000312,1,0.99035067,0,1,regulation of kainate selective glutamate receptor activity,BP,1
GO:2000313,1,0.978040212,0,2,regulation of fibroblast growth factor receptor signaling pathway involved in neural plate anterior/posterior pattern formation,BP,1
GO:2000314,1,0.978040212,0,2,negative regulation of fibroblast growth factor receptor signaling pathway involved in neural plate anterior/posterior pattern formation,BP,1
GO:2000316,1,0.91519481,0,8,regulation of T-helper 17 type immune response,BP,1
GO:2000317,1,0.957756105,0,4,negative regulation of T-helper 17 type immune response,BP,1
GO:2000318,1,0.966511461,0,3,positive regulation of T-helper 17 type immune response,BP,1
GO:2000319,1,0.925671362,0,7,regulation of T-helper 17 cell differentiation,BP,1
GO:2000320,1,0.957756105,0,4,negative regulation of T-helper 17 cell differentiation,BP,1
GO:2000321,1,0.966511461,0,3,positive regulation of T-helper 17 cell differentiation,BP,1
GO:2000324,1,0.962029772,0,4,positive regulation of glucocorticoid receptor signaling pathway,BP,1
GO:2000325,1,0.933861966,0,6,regulation of nuclear receptor transcription coactivator activity,BP,1
GO:2000326,1,0.988662823,0,1,negative regulation of nuclear receptor transcription coactivator activity,BP,1
GO:2000327,1,0.955411154,0,4,positive regulation of nuclear receptor transcription coactivator activity,BP,1
GO:2000331,1,0.977721263,0,2,regulation of terminal button organization,BP,1
GO:2000338,1,0.988662958,0,1,regulation of chemokine (C-X-C motif) ligand 1 production,BP,1
GO:2000342,1,0.977456892,0,2,negative regulation of chemokine (C-X-C motif) ligand 2 production,BP,1
GO:2000344,1,0.991140072,0,1,positive regulation of acrosome reaction,BP,1
GO:2000345,1,0.863742197,0,14,regulation of hepatocyte proliferation,BP,1
GO:2000346,1,0.955866834,0,4,negative regulation of hepatocyte proliferation,BP,1
GO:2000347,1,0.923314585,0,8,positive regulation of hepatocyte proliferation,BP,1
GO:2000348,1,0.988662917,0,1,regulation of CD40 signaling pathway,BP,1
GO:2000353,1,0.910565534,0,9,positive regulation of endothelial cell apoptotic process,BP,1
GO:2000354,1,0.978366506,0,2,regulation of ovarian follicle development,BP,1
GO:2000361,1,0.98918315,0,1,regulation of prostaglandin-E synthase activity,BP,1
GO:2000363,1,0.98918315,0,1,positive regulation of prostaglandin-E synthase activity,BP,1
GO:2000367,1,0.989195603,0,1,regulation of acrosomal vesicle exocytosis,BP,1
GO:2000369,1,0.895795448,0,10,regulation of clathrin-dependent endocytosis,BP,1
GO:2000370,1,0.956091598,0,4,positive regulation of clathrin-dependent endocytosis,BP,1
GO:2000371,1,0.957073701,0,4,regulation of DNA topoisomerase (ATP-hydrolyzing) activity,BP,1
GO:2000373,1,0.957073701,0,4,positive regulation of DNA topoisomerase (ATP-hydrolyzing) activity,BP,1
GO:2000374,1,0.977453373,0,2,regulation of oxygen metabolic process,BP,1
GO:2000376,1,0.98866293,0,1,positive regulation of oxygen metabolic process,BP,1
GO:2000378,1,0.554266066,0,53,negative regulation of reactive oxygen species metabolic process,BP,1
GO:2000380,1,0.924378481,0,7,regulation of mesoderm development,BP,1
GO:2000381,1,0.978368599,0,2,negative regulation of mesoderm development,BP,1
GO:2000382,1,0.977455899,0,2,positive regulation of mesoderm development,BP,1
GO:2000383,1,0.96727249,0,3,regulation of ectoderm development,BP,1
GO:2000384,1,0.96727249,0,3,negative regulation of ectoderm development,BP,1
GO:2000386,1,0.978366506,0,2,positive regulation of ovarian follicle development,BP,1
GO:2000389,1,0.913961565,0,8,regulation of neutrophil extravasation,BP,1
GO:2000391,1,0.913961565,0,8,positive regulation of neutrophil extravasation,BP,1
GO:2000392,1,0.921608552,0,8,regulation of lamellipodium morphogenesis,BP,1
GO:2000393,1,0.968727968,0,3,negative regulation of lamellipodium morphogenesis,BP,1
GO:2000394,1,0.95035015,0,5,positive regulation of lamellipodium morphogenesis,BP,1
GO:2000395,1,0.977453134,0,2,regulation of ubiquitin-dependent endocytosis,BP,1
GO:2000397,1,0.977453134,0,2,positive regulation of ubiquitin-dependent endocytosis,BP,1
GO:2000401,1,0.64427511,0,40,regulation of lymphocyte migration,BP,1
GO:2000402,1,0.934088963,0,6,negative regulation of lymphocyte migration,BP,1
GO:2000403,1,0.745534215,0,27,positive regulation of lymphocyte migration,BP,1
GO:2000404,1,0.711729232,0,31,regulation of T cell migration,BP,1
GO:2000405,1,0.966604941,0,3,negative regulation of T cell migration,BP,1
GO:2000406,1,0.770820092,0,24,positive regulation of T cell migration,BP,1
GO:2000407,1,0.956631731,0,4,regulation of T cell extravasation,BP,1
GO:2000409,1,0.967604402,0,3,positive regulation of T cell extravasation,BP,1
GO:2000410,1,0.988662386,0,1,regulation of thymocyte migration,BP,1
GO:2000412,1,0.988662386,0,1,positive regulation of thymocyte migration,BP,1
GO:2000416,1,0.966369794,0,3,regulation of eosinophil migration,BP,1
GO:2000417,1,0.988662931,0,1,negative regulation of eosinophil migration,BP,1
GO:2000418,1,0.977453258,0,2,positive regulation of eosinophil migration,BP,1
GO:2000422,1,0.988662851,0,1,regulation of eosinophil chemotaxis,BP,1
GO:2000424,1,0.988662851,0,1,positive regulation of eosinophil chemotaxis,BP,1
GO:2000425,1,0.931460805,0,7,regulation of apoptotic cell clearance,BP,1
GO:2000426,1,0.977453634,0,2,negative regulation of apoptotic cell clearance,BP,1
GO:2000427,1,0.942146803,0,6,positive regulation of apoptotic cell clearance,BP,1
GO:2000434,1,0.955410752,0,4,regulation of protein neddylation,BP,1
GO:2000435,1,0.96636954,0,3,negative regulation of protein neddylation,BP,1
GO:2000436,1,0.988662922,0,1,positive regulation of protein neddylation,BP,1
GO:2000437,1,0.979902314,0,2,regulation of monocyte extravasation,BP,1
GO:2000438,1,0.991140072,0,1,negative regulation of monocyte extravasation,BP,1
GO:2000439,1,0.98866259,0,1,positive regulation of monocyte extravasation,BP,1
GO:2000449,1,0.977453054,0,2,"regulation of CD8-positive, alpha-beta T cell extravasation",BP,1
GO:2000451,1,0.988662606,0,1,"positive regulation of CD8-positive, alpha-beta T cell extravasation",BP,1
GO:2000452,1,0.977453054,0,2,"regulation of CD8-positive, alpha-beta cytotoxic T cell extravasation",BP,1
GO:2000454,1,0.988662606,0,1,"positive regulation of CD8-positive, alpha-beta cytotoxic T cell extravasation",BP,1
GO:2000466,1,0.988662878,0,1,negative regulation of glycogen (starch) synthase activity,BP,1
GO:2000468,1,0.977453085,0,2,regulation of peroxidase activity,BP,1
GO:2000469,1,0.977453085,0,2,negative regulation of peroxidase activity,BP,1
GO:2000471,1,0.990663816,0,1,regulation of hematopoietic stem cell migration,BP,1
GO:2000473,1,0.990663816,0,1,positive regulation of hematopoietic stem cell migration,BP,1
GO:2000474,1,0.977838518,0,2,regulation of opioid receptor signaling pathway,BP,1
GO:2000476,1,0.988662931,0,1,positive regulation of opioid receptor signaling pathway,BP,1
GO:2000477,1,0.988662703,0,1,regulation of metanephric glomerular visceral epithelial cell development,BP,1
GO:2000478,1,0.988662703,0,1,positive regulation of metanephric glomerular visceral epithelial cell development,BP,1
GO:2000480,1,0.966369164,0,3,negative regulation of cAMP-dependent protein kinase activity,BP,1
GO:2000481,1,0.965424965,0,4,positive regulation of cAMP-dependent protein kinase activity,BP,1
GO:2000482,1,0.835072518,0,16,regulation of interleukin-8 secretion,BP,1
GO:2000483,1,0.946419603,0,5,negative regulation of interleukin-8 secretion,BP,1
GO:2000484,1,0.902768967,0,9,positive regulation of interleukin-8 secretion,BP,1
GO:2000485,1,0.988665688,0,1,regulation of glutamine transport,BP,1
GO:2000487,1,0.988665688,0,1,positive regulation of glutamine transport,BP,1
GO:2000490,1,0.977628146,0,2,negative regulation of hepatic stellate cell activation,BP,1
GO:2000491,1,0.957961359,0,4,positive regulation of hepatic stellate cell activation,BP,1
GO:2000492,1,0.989016853,0,1,regulation of interleukin-18-mediated signaling pathway,BP,1
GO:2000494,1,0.989016853,0,1,positive regulation of interleukin-18-mediated signaling pathway,BP,1
GO:2000501,1,0.955409616,0,4,regulation of natural killer cell chemotaxis,BP,1
GO:2000503,1,0.955409616,0,4,positive regulation of natural killer cell chemotaxis,BP,1
GO:2000504,1,0.955410806,0,4,positive regulation of blood vessel remodeling,BP,1
GO:2000508,1,0.933878554,0,6,regulation of dendritic cell chemotaxis,BP,1
GO:2000509,1,0.988662913,0,1,negative regulation of dendritic cell chemotaxis,BP,1
GO:2000510,1,0.944592335,0,5,positive regulation of dendritic cell chemotaxis,BP,1
GO:2000511,1,0.988662386,0,1,regulation of granzyme A production,BP,1
GO:2000513,1,0.988662386,0,1,positive regulation of granzyme A production,BP,1
GO:2000514,1,0.654352937,0,38,"regulation of CD4-positive, alpha-beta T cell activation",BP,1
GO:2000515,1,0.801802599,0,20,"negative regulation of CD4-positive, alpha-beta T cell activation",BP,1
GO:2000516,1,0.763312968,0,24,"positive regulation of CD4-positive, alpha-beta T cell activation",BP,1
GO:2000517,1,0.988662386,0,1,regulation of T-helper 1 cell activation,BP,1
GO:2000518,1,0.988662386,0,1,negative regulation of T-helper 1 cell activation,BP,1
GO:2000520,1,0.988662726,0,1,regulation of immunological synapse formation,BP,1
GO:2000521,1,0.988662726,0,1,negative regulation of immunological synapse formation,BP,1
GO:2000523,1,0.978593225,0,2,regulation of T cell costimulation,BP,1
GO:2000525,1,0.978593225,0,2,positive regulation of T cell costimulation,BP,1
GO:2000527,1,0.988662931,0,1,regulation of myeloid dendritic cell chemotaxis,BP,1
GO:2000529,1,0.988662931,0,1,positive regulation of myeloid dendritic cell chemotaxis,BP,1
GO:2000532,1,0.977470611,0,2,regulation of renal albumin absorption,BP,1
GO:2000533,1,0.988680592,0,1,negative regulation of renal albumin absorption,BP,1
GO:2000534,1,0.988662703,0,1,positive regulation of renal albumin absorption,BP,1
GO:2000535,1,0.946316223,0,5,regulation of entry of bacterium into host cell,BP,1
GO:2000536,1,0.988954145,0,1,negative regulation of entry of bacterium into host cell,BP,1
GO:2000537,1,0.978356957,0,2,regulation of B cell chemotaxis,BP,1
GO:2000538,1,0.978356957,0,2,positive regulation of B cell chemotaxis,BP,1
GO:2000539,1,0.993131088,0,1,regulation of protein geranylgeranylation,BP,1
GO:2000541,1,0.993131088,0,1,positive regulation of protein geranylgeranylation,BP,1
GO:2000542,1,0.961484744,0,4,negative regulation of gastrulation,BP,1
GO:2000543,1,0.977453618,0,2,positive regulation of gastrulation,BP,1
GO:2000544,1,0.966380091,0,3,regulation of endothelial cell chemotaxis to fibroblast growth factor,BP,1
GO:2000545,1,0.988662786,0,1,negative regulation of endothelial cell chemotaxis to fibroblast growth factor,BP,1
GO:2000546,1,0.988673601,0,1,positive regulation of endothelial cell chemotaxis to fibroblast growth factor,BP,1
GO:2000547,1,0.988662607,0,1,regulation of dendritic cell dendrite assembly,BP,1
GO:2000549,1,0.988662607,0,1,positive regulation of dendritic cell dendrite assembly,BP,1
GO:2000551,1,0.93444869,0,6,regulation of T-helper 2 cell cytokine production,BP,1
GO:2000552,1,0.988662889,0,1,negative regulation of T-helper 2 cell cytokine production,BP,1
GO:2000553,1,0.945168982,0,5,positive regulation of T-helper 2 cell cytokine production,BP,1
GO:2000554,1,0.95541021,0,4,regulation of T-helper 1 cell cytokine production,BP,1
GO:2000556,1,0.95541021,0,4,positive regulation of T-helper 1 cell cytokine production,BP,1
GO:2000557,1,0.988662386,0,1,regulation of immunoglobulin production in mucosal tissue,BP,1
GO:2000558,1,0.988662386,0,1,positive regulation of immunoglobulin production in mucosal tissue,BP,1
GO:2000559,1,0.991140072,0,1,regulation of CD24 biosynthetic process,BP,1
GO:2000560,1,0.991140072,0,1,positive regulation of CD24 biosynthetic process,BP,1
GO:2000561,1,0.904768305,0,9,"regulation of CD4-positive, alpha-beta T cell proliferation",BP,1
GO:2000562,1,0.935825022,0,6,"negative regulation of CD4-positive, alpha-beta T cell proliferation",BP,1
GO:2000563,1,0.945025706,0,5,"positive regulation of CD4-positive, alpha-beta T cell proliferation",BP,1
GO:2000564,1,0.923480247,0,7,"regulation of CD8-positive, alpha-beta T cell proliferation",BP,1
GO:2000565,1,0.988662931,0,1,"negative regulation of CD8-positive, alpha-beta T cell proliferation",BP,1
GO:2000566,1,0.966407921,0,3,"positive regulation of CD8-positive, alpha-beta T cell proliferation",BP,1
GO:2000567,1,0.977453374,0,2,regulation of memory T cell activation,BP,1
GO:2000568,1,0.977453374,0,2,positive regulation of memory T cell activation,BP,1
GO:2000574,1,0.926840706,0,7,regulation of microtubule motor activity,BP,1
GO:2000575,1,0.99165778,0,1,negative regulation of microtubule motor activity,BP,1
GO:2000576,1,0.966371481,0,3,positive regulation of microtubule motor activity,BP,1
GO:2000580,1,0.966371481,0,3,"regulation of ATP-dependent microtubule motor activity, plus-end-directed",BP,1
GO:2000582,1,0.966371481,0,3,"positive regulation of ATP-dependent microtubule motor activity, plus-end-directed",BP,1
GO:2000583,1,0.957053141,0,4,regulation of platelet-derived growth factor receptor-alpha signaling pathway,BP,1
GO:2000584,1,0.978721981,0,2,negative regulation of platelet-derived growth factor receptor-alpha signaling pathway,BP,1
GO:2000586,1,0.937257262,0,7,regulation of platelet-derived growth factor receptor-beta signaling pathway,BP,1
